Date,0,1
26-Jul-16,3.0,2.0
26-Jul-17,6.0,6.0
26-Jun-15,1.0,5.0
26-Jun-16,1.0,1.0
26-Jun-17,6.0,6.0
26-Mar-16,1.0,1.0
26-Mar-17,2.0,
26-May-16,3.0,4.0
26-May-17,2.0,3.0
26-Nov-15,3.0,1.0
26-Nov-16,1.0,1.0
26-Nov-17,1.0,2.0
26-Oct-15,3.0,3.0
26-Oct-16,1.0,4.0
26-Oct-17,7.0,11.0
26-Sep-15,,2.0
26-Sep-16,1.0,4.0
26-Sep-17,7.0,9.0
27-Apr-16,2.0,5.0
27-Apr-17,5.0,6.0
27-Aug-15,2.0,5.0
27-Aug-16,1.0,
27-Aug-17,,2.0
27-Dec-15,,1.0
27-Dec-16,1.0,3.0
27-Dec-17,1.0,7.0
27-Feb-16,1.0,1.0
27-Feb-17,8.0,3.0
27-Jan-16,3.0,1.0
27-Jan-17,3.0,4.0
27-Jan-18,,3.0
27-Jul-15,2.0,4.0
27-Jul-16,1.0,7.0
27-Jul-17,5.0,10.0
27-Jun-15,1.0,
27-Jun-16,3.0,2.0
27-Jun-17,1.0,9.0
27-Mar-16,,2.0
27-Mar-17,6.0,2.0
27-May-16,2.0,3.0
27-May-17,1.0,1.0
27-Nov-15,1.0,2.0
27-Nov-16,,1.0
27-Nov-17,7.0,5.0
27-Oct-15,3.0,3.0
27-Oct-16,1.0,6.0
27-Oct-17,7.0,9.0
27-Sep-15,,1.0
27-Sep-16,6.0,2.0
27-Sep-17,6.0,10.0
28-Apr-16,1.0,5.0
28-Apr-17,3.0,6.0
28-Aug-15,1.0,4.0
28-Aug-16,2.0,1.0
28-Aug-17,8.0,5.0
28-Dec-15,1.0,2.0
28-Dec-16,4.0,4.0
28-Dec-17,2.0,6.0
28-Feb-16,,2.0
28-Feb-17,4.0,5.0
28-Jan-16,4.0,3.0
28-Jan-17,,2.0
28-Jan-18,,3.0
28-Jul-15,2.0,3.0
28-Jul-16,1.0,5.0
28-Jul-17,4.0,8.0
28-Jun-15,1.0,
28-Jun-16,7.0,2.0
28-Jun-17,5.0,7.0
28-Mar-16,3.0,3.0
28-Mar-17,5.0,3.0
28-May-16,1.0,1.0
28-May-17,,2.0
28-Nov-15,1.0,
28-Nov-16,1.0,7.0
28-Nov-17,5.0,12.0
28-Oct-15,,5.0
28-Oct-16,2.0,4.0
28-Oct-17,2.0,1.0
